"Hugo_Symbol","Low","High","pval","or","ci.up","ci.low","adjPval"
"PLXNA4",3,5,0.666846143491722,0.481949980008715,3.53559648671122,0.0546355641113941,1
"PLXNB2",5,3,0.666846143491722,2.07490412175537,18.303096458584,0.282837706100956,1
"RP1L1",5,3,0.666846143491722,2.07490412175537,18.303096458584,0.282837706100956,1
"SDK1",5,3,0.666846143491722,2.07490412175537,18.303096458584,0.282837706100956,1
"SLIT3",5,3,0.666846143491722,2.07490412175537,18.303096458584,0.282837706100956,1
"SULF1",5,3,0.666846143491722,2.07490412175537,18.303096458584,0.282837706100956,1
"SZT2",5,3,0.666846143491722,2.07490412175537,18.303096458584,0.282837706100956,1
"TCF7L2",3,5,0.666846143491722,0.481949980008715,3.53559648671122,0.0546355641113941,1
"TRIOBP",3,5,0.666846143491722,0.481949980008715,3.53559648671122,0.0546355641113941,1
"TSHZ3",3,5,0.666846143491722,0.481949980008715,3.53559648671122,0.0546355641113941,1
"TULP4",5,3,0.666846143491722,2.07490412175537,18.303096458584,0.282837706100956,1
"USP34",5,3,0.666846143491722,2.07490412175537,18.303096458584,0.282837706100956,1
"VPS13B",5,3,0.666846143491722,2.07490412175537,18.303096458584,0.282837706100956,1
"XYLT2",5,3,0.666846143491722,2.07490412175537,18.303096458584,0.282837706100956,1
"ZNF862",5,3,0.666846143491722,2.07490412175537,18.303096458584,0.282837706100956,1
"ANK2",6,4,0.680172297752053,1.94205898656716,14.2995050813425,0.294040205377343,1
"CACNA1A",4,6,0.680172297752053,0.514917418531981,3.4008954616145,0.0699324902723219,1
"CHD8",6,8,0.680172297752053,0.514917418531982,3.4008954616145,0.0699324902723219,1
"DYNC1H1",6,4,0.680172297752053,1.94205898656716,14.2995050813425,0.294040205377343,1
"FBN3",6,4,0.680172297752053,1.94205898656716,14.2995050813425,0.294040205377343,1
"FRY",4,6,0.680172297752053,0.514917418531981,3.4008954616145,0.0699324902723219,1
"IGF2R",8,6,0.680172297752053,1.94205898656716,14.2995050813425,0.294040205377343,1
"MTOR",4,6,0.680172297752053,0.514917418531981,3.4008954616145,0.0699324902723219,1
"PKD1",4,6,0.680172297752053,0.514917418531981,3.4008954616145,0.0699324902723219,1
"PTPRS",6,4,0.680172297752053,1.94205898656716,14.2995050813425,0.294040205377343,1
"PXDN",4,6,0.680172297752053,0.514917418531981,3.4008954616145,0.0699324902723219,1
"SRCAP",6,4,0.680172297752053,1.94205898656716,14.2995050813425,0.294040205377343,1
"SRRM2",6,4,0.680172297752053,1.94205898656716,14.2995050813425,0.294040205377343,1
"USH2A",6,4,0.680172297752053,1.94205898656716,14.2995050813425,0.294040205377343,1
"ZNF609",6,4,0.680172297752053,1.94205898656716,14.2995050813425,0.294040205377343,1
"CACNA1H",5,7,0.684272652909078,0.52498803467852,3.35966548141776,0.0750665100500854,1
"CHD7",5,7,0.684272652909078,0.52498803467852,3.35966548141776,0.0750665100500854,1
"DNAH1",7,5,0.684272652909078,1.90480531734853,13.3215198006779,0.297648681254422,1
"FLNB",7,5,0.684272652909078,1.90480531734853,13.3215198006779,0.297648681254422,1
"PRKDC",5,7,0.684272652909078,0.52498803467852,3.35966548141776,0.0750665100500854,1
